id,obuphone,vehicleid,can_param,can_val,can_time,can_id,can_hexval,createddate,can_val_status,alaramid,reqresid,serialno
1849000534,5251230195,37689,Motor_temp,0,01/03/2023 0:59,18F501F0,605c1102ff210000,03/01/2023 1:00,,0f527a28-6124-1baf-4f54-bacb00c0dbf9,140187103,1476
1849000533,5251230190,37688,UnderVoltage alarm,1,01/03/2023 0:58,18F214F3,4.24E+15,03/01/2023 1:00,One Level Failure,c5c75456-f059-f391-4626-b1510853c37e,140187212,0.00E+00
1849000532,5251313832,37636,Single overvoltage alarm,0,01/03/2023 0:58,18F214F3,0,03/01/2023 1:00,No Failure,31803c9c-bc9f-3a05-6a26-593b6823413c,140187188,0feb
1849000531,5251313854,37644,Front_air_pressure_alarm,0,01/03/2023 0:59,18F40117,7f008c00000000c5,03/01/2023 1:00,,1b5d532b-884d-530c-2df7-9cdfccde696b,140187234,03a0
1849000530,5202843543,37673,SOC low alarm,0,28/02/2023 05:56,18F214F3,0,03/01/2023 1:00,No Failure,7139f5bc-1edb-5676-00e0-cc8f67b4df53,140187165,12c3
1849000529,5251313834,37642,UnderVoltage alarm,5,01/03/2023 0:58,18F214F3,1c1c1c1c00000000,03/01/2023 1:00,,8959b6ca-7ec2-2829-77af-578d0131976d,140187177,471
1849000528,5250928147,37672,Charging_status,0,01/03/2023 0:59,18F205F3,4000,03/01/2023 1:00,,037ed8b1-84ee-63c1-f974-33d8ceeb631c,140187249,0d92
1849000527,5251230225,37700,STOP_status,0,01/03/2023 0:59,18F40117,78229c00000000c5,03/01/2023 1:00,,5a151707-7f15-8d17-dd65-da57fce109d7,140187251,405
1849000526,5251200251,37678,Discharging_current_alarm,0,01/03/2023 0:57,18F205F3,5800,03/01/2023 1:00,No Failure,2d29fef3-6056-ae26-f500-79629dc4e53d,140187229,1d95
1849000525,5251230211,37699,Bat_cooling_sys_failure,0,01/03/2023 0:59,18F205F3,5800,03/01/2023 1:00,,0e1bfc79-b975-68bf-83c0-43c6d328bfa2,140187254,119
1849000524,5251313849,37643,DCDC_life_signal,87,01/03/2023 0:59,0CF602A1,1.57E+14,03/01/2023 1:00,,55d643cb-9661-8f26-38ab-48157e9be31e,140187272,18b5
1849000523,5251230194,37684,DCDC_life_signal,9,01/03/2023 0:57,0CF602A1,1.48E+14,03/01/2023 1:00,,5205a319-8290-ac31-7e5b-ede4f7f615cd,140187271,713
1849000522,5251313815,37655,Right_turn_signal,0,01/03/2023 0:57,18F40117,8828c0b4b40a00c5,03/01/2023 1:00,,10412011-c1a0-fdd3-8611-ab27814c8342,140187161,0d1c
1849000521,5251313843,37638,Rear_air_pressure_alarm,0,01/03/2023 0:57,18F40117,892880c0c00c00c5,03/01/2023 1:00,,1c37944f-1c2e-1f7e-3d71-f1b41d15b6f0,140187145,189d
1849000520,5251313848,37646,Battry high temp. alarm,0,01/03/2023 0:58,18F214F3,0,03/01/2023 1:00,No Failure,5085867d-b0c1-59df-92b6-342754b71cdd,140187211,481
1849000519,5250928148,37669,Driver_leaving_seat_alarm,0,01/03/2023 0:57,18F40117,8a28d0baba0b00c5,03/01/2023 1:00,,f6567528-7710-aa45-0f57-05d1009a23c1,140187203,1b1e
1849000518,5250928158,37649,Battery SOC,62,01/03/2023 0:59,18F201F3,9bbc66207d40013b,03/01/2023 1:00,,c058d8af-3ff1-e37f-8260-2c6a6c464105,140187269,0b43
1849000517,5202843559,37676,SOC_low_alarm,0,01/03/2023 0:56,18F205F3,4000,03/01/2023 1:00,No Failure,8eef4248-a55a-7e32-30ec-fae3b13e90e5,140187208,0fb5
1849000516,5251313829,37635,Heating_status,0,01/03/2023 0:58,18F205F3,4100,03/01/2023 1:00,,dda3e6b5-cd13-3597-490b-702eef242ceb,140187245,148d
1849000515,5250928166,37671,Drive motor speed,179,01/03/2023 0:57,18F502F0,b3086d07c503b67b,03/01/2023 1:00,,40244cd6-70d4-8ad1-63d4-dc75053654ce,140187097,2.00E+05
1849000514,5251200273,37681,DCDC_real_time_output_voltage,27.5,01/03/2023 0:59,0CF602A1,0135376b000f02a3,03/01/2023 1:00,,fa4a8d48-f513-9f7c-ba36-367c5a504b68,140187262,15c0
1849000513,5251230189,37687,MCU_temp_alarm,0,01/03/2023 0:59,18F501F0,4e4b1202ff250000,03/01/2023 1:00,,895cbcb7-1b69-be76-a5e8-390435da0ef4,140187082,266
1849000512,5250928144,37675,DCDC_body_temp,65,01/03/2023 0:58,0CF602A1,014c376900100270,03/01/2023 1:00,,401c219f-8051-99d1-bd76-5f100df64c1d,140187256,0eff
1849000511,5251313857,37668,BMS_Comm_failure,0,01/03/2023 0:57,18F205F3,4000,03/01/2023 1:00,,8189d23e-0c4f-e1c9-38d1-6f74de02c3b6,140187240,071c
1849000510,5250928150,37667,STOP_status,0,01/03/2023 0:57,18F40117,8a2890a8a80a00e5,03/01/2023 1:00,,ca984afb-eca6-a337-2e60-a3839ee20b93,140187179,164a
1849000509,5251313819,37639,Mileage,145971.625,01/03/2023 0:58,18F40217,9dd11100ffffffff,03/01/2023 1:00,,4c35c3a7-46d7-45a4-3dcc-0841e6d1a60d,140187115,073a
1849000508,5250928160,37659,Bat_overcharge_alarm,0,01/03/2023 0:59,18F205F3,4000,03/01/2023 1:00,No Failure,e3fafb02-4b31-7c04-729c-3f4ebfcc43d6,140187223,12a5
1849000507,5250928148,37669,Door_pump_air_pressure_alarm,0,01/03/2023 0:57,18F40117,8a28d0baba0b00c5,03/01/2023 1:00,,e01cec2e-7795-59dc-abd5-cc604cd320ee,140187203,1b1e
1849000506,5251313822,37654,Heating_status,0,01/03/2023 0:57,18F205F3,4000,03/01/2023 1:00,,09d0234e-bc41-9fd6-3a18-59ba7626dff6,140187246,1d3d
1849000505,5251313855,37640,Mileage,138661.5,27/02/2023 23:22,18F40217,2ced1000ffffffff,03/01/2023 1:00,,fe773441-31bd-9e71-28b0-7f910c24d5c8,140187121,15b1
1849000504,5251200251,37678,SOC_difference_alarm,0,01/03/2023 0:57,18F205F3,5800,03/01/2023 1:00,No Failure,836e6a0c-92d4-e849-4c2a-a7868cfcaf7c,140187229,1d95
1849000503,5251230195,37689,MCU_temp,52,01/03/2023 0:59,18F501F0,605c1102ff210000,03/01/2023 1:00,,4b4f196d-6d55-c36a-1453-00baa841a5b2,140187103,1476
1849000502,5251230225,37700,Driver_leaving_seat_alarm,1,01/03/2023 0:59,18F40117,78229c00000000c5,03/01/2023 1:00,,b830a97f-b710-dd47-e2ea-5dcebab4a70f,140187251,405
1849000501,5251230213,37701,drive motor output torque,-1861,01/03/2023 0:56,18F502F0,be08b7086604b081,03/01/2023 1:00,,22a1673b-df31-fb76-2890-d60120c65f63,140187088,024a
1849000500,5251230190,37688,Overvoltage alarm,4,01/03/2023 0:58,18F214F3,4.24E+15,03/01/2023 1:00,Four Level Failure,e7ca9ea6-ed4e-22e5-ab2f-0ee1578d1a59,140187212,0.00E+00
1849000499,5250928147,37672,Bat_failure_status,1,01/03/2023 0:59,18F205F3,4000,03/01/2023 1:00,,616aa4ad-a94c-30c8-670e-a384ff2e997e,140187249,0d92
1849000498,5251200260,37685,Motor_temp_alarm,0,01/03/2023 0:58,18F501F0,5a561202ff250000,03/01/2023 1:00,,594ee7ca-2b88-3414-f8d6-21955e1a3f79,140187119,06cf
1849000497,5200604719,37694,SOC_difference_alarm,0,01/03/2023 0:58,18F205F3,2.20E+12,03/01/2023 1:00,No Failure,a8b3498b-632d-aa8e-3773-24ea70cae69e,140187221,449
1849000496,5251313832,37636,SOC low alarm,0,01/03/2023 0:58,18F214F3,0,03/01/2023 1:00,No Failure,1cd3ddad-87a7-5369-127a-d16a4c666f4b,140187188,0feb
1849000495,5251230211,37699,BMS_Comm_failure,0,01/03/2023 0:59,18F205F3,5800,03/01/2023 1:00,,6f587c4a-cc13-a40e-fdc1-69ec3b4e6e77,140187254,119
1849000494,5251313834,37642,Overvoltage alarm,0,01/03/2023 0:58,18F214F3,1c1c1c1c00000000,03/01/2023 1:00,No Failure,e265866f-1a8c-6a0a-93e1-b824c05c272d,140187177,471
1849000493,5250928165,37653,UnderVoltage alarm,0,01/03/2023 0:58,18F214F3,0,03/01/2023 1:00,No Failure,3d2bbb76-f13b-ca22-c73d-8cf088c47ab3,140187198,0b23
1849000492,5251313843,37638,Front_air_pressure_alarm,0,01/03/2023 0:57,18F40117,892880c0c00c00c5,03/01/2023 1:00,,61f0646e-0140-8798-bc24-45f79c2e9faa,140187145,189d
1849000491,5250928148,37669,Front_fog_lights,0,01/03/2023 0:57,18F40117,8a28d0baba0b00c5,03/01/2023 1:00,,55b5721d-c000-8e7d-0281-0968af7b20d6,140187203,1b1e
1849000490,5202843543,37673,UnderVoltage alarm,0,28/02/2023 05:56,18F214F3,0,03/01/2023 1:00,No Failure,5d071a63-065c-5902-2315-81151d0d1e52,140187165,12c3
1849000489,5251313848,37646,Temprature Difference,0,01/03/2023 0:58,18F214F3,0,03/01/2023 1:00,No Failure,6aea588a-6d98-3383-4d51-838fb75a7c53,140187211,481
1849000488,5251313854,37644,Handbrake_status,0,01/03/2023 0:59,18F40117,7f008c00000000c5,03/01/2023 1:00,,e2034eb7-a39f-c0fb-b749-03295b980a28,140187234,03a0
1849000487,5251230225,37700,Door_pump_air_pressure_alarm,0,01/03/2023 0:59,18F40117,78229c00000000c5,03/01/2023 1:00,,23974d4c-30c8-5654-68f6-2cfbc09f7e00,140187251,405
1849000486,5250928144,37675,remaining charge time,255,01/03/2023 0:58,18F203F3,ebffffffffffff80,03/01/2023 1:00,,9179cf48-a1e9-2c27-7e0f-e4bd8bfd8df7,140187242,0f1b
1849000485,5202843543,37673,SOC_low_alarm,0,01/03/2023 0:58,18F205F3,4000,03/01/2023 1:00,No Failure,936b870e-c6ec-271c-e106-d5b578ac9893,140187209,0b3f
1849000484,5250928166,37671,Motor_temp,0,01/03/2023 0:57,18F501F0,625d0e02ff290000,03/01/2023 1:00,,66596d9e-024b-bb45-11fd-41e4f2c7dcb9,140187097,2.00E+05
1849000483,5251200273,37681,DCDC_body_temp,67,01/03/2023 0:59,0CF602A1,0135376b000f02a3,03/01/2023 1:00,,a658af8f-fbe5-77ca-4a5b-728698dc060b,140187262,15c0
1849000482,5251313819,37639,Middle_door_status,0,01/03/2023 0:58,18F40117,8a008c00000000c5,03/01/2023 1:00,,561bba83-0a65-e011-5405-5b682776950d,140187115,073a
1849000481,5251313831,37637,drive motor output torque,-1867,01/03/2023 0:59,18F502F0,9e085b08e9006c7f,03/01/2023 1:00,,fabfe345-66d7-578b-dcd3-cf57171bbddc,140187081,039f
1849000480,5251313829,37635,Charging_status,0,01/03/2023 0:58,18F205F3,4100,03/01/2023 1:00,,c5272222-64c8-9eed-c40b-713634db01c5,140187245,148d
1849000479,5251230211,37699,Heating_status,0,01/03/2023 0:59,18F205F3,5800,03/01/2023 1:00,,74d2cc4c-801e-eeb9-4b46-56f8e55b4c6f,140187254,119
1849000478,5251313815,37655,Rear_air_pressure_alarm,0,01/03/2023 0:57,18F40117,8828c0b4b40a00c5,03/01/2023 1:00,,35e9af4d-3cee-d6f0-3be0-4854188dbeec,140187161,0d1c
1849000477,5250928158,37649,Vehicle speed,64,01/03/2023 0:59,18F101D0,4.40E+15,03/01/2023 1:00,,b437dba8-f156-63cd-48cb-a6177b4c42f1,140187269,0b43
1849000476,5251313857,37668,Heating_status,0,01/03/2023 0:57,18F205F3,4000,03/01/2023 1:00,,ac6a058d-2fa1-3930-cb3e-41ebcc56c18f,140187240,071c
1849000475,5251313822,37654,Charging_status,0,01/03/2023 0:57,18F205F3,4000,03/01/2023 1:00,,04d8989a-1147-e1c1-7ff7-b1418eb77428,140187246,1d3d
1849000474,5251313849,37643,drive motor output torque,-1987,01/03/2023 0:58,18F502F0,0000d007e803007d,03/01/2023 1:00,,9e469625-8548-1b12-4729-618047150eb5,140187062,18ae
1849000473,5251230195,37689,MCU_status,3,01/03/2023 0:59,18F501F0,605c1102ff210000,03/01/2023 1:00,,2fa4452d-c517-d6ea-d2ac-5835a3190935,140187103,1476
1849000472,5251313855,37640,Middle_door_status,0,27/02/2023 23:22,18F40117,8a2890b4b40c00c5,03/01/2023 1:00,,f89384f2-3299-716a-1a7d-533cc1865b36,140187121,15b1
1849000471,5251230189,37687,Motor_temp_alarm,0,01/03/2023 0:59,18F501F0,4e4b1202ff250000,03/01/2023 1:00,,d00fa789-486c-fffa-babc-a777088328c0,140187082,266
1849000470,5251200251,37678,Bat_overcharge_alarm,0,01/03/2023 0:57,18F205F3,5800,03/01/2023 1:00,No Failure,8ef50866-3a7d-5f35-6c02-dcafcbc1cae1,140187229,1d95
1849000469,5251200260,37685,MCU_communication_failure_alarm,0,01/03/2023 0:58,18F501F0,5a561202ff250000,03/01/2023 1:00,,d24db43f-4d83-5e28-4bef-7719b02350ed,140187119,06cf
1849000468,5250928150,37667,Driver_leaving_seat_alarm,0,01/03/2023 0:57,18F40117,8a2890a8a80a00e5,03/01/2023 1:00,,6fa423a6-724a-a111-d8ba-be3f12b3a22f,140187179,164a
1849000467,5202843559,37676,Charger_Comm_alarm,0,01/03/2023 0:56,18F205F3,4000,03/01/2023 1:00,,268d308e-6186-ee2b-77cc-c3eda3ca6f0a,140187208,0fb5
1849000466,5251230213,37701,Drive motor speed,190,01/03/2023 0:56,18F502F0,be08b7086604b081,03/01/2023 1:00,,82479ee1-b9b5-c0d0-4833-4453752c492a,140187088,024a
1849000465,5250928147,37672,remaining charge time,255,01/03/2023 0:59,18F203F3,edffffffffffff80,03/01/2023 1:00,,1adcae92-2838-6d47-f8a3-946a85695ca9,140187249,0d92
1849000464,5250928160,37659,SOC_low_alarm,0,01/03/2023 0:59,18F205F3,4000,03/01/2023 1:00,No Failure,c389d2e3-4a2b-09a3-52a9-5877d5cd0003,140187223,12a5
1849000463,5250928165,37653,Overvoltage alarm,0,01/03/2023 0:58,18F214F3,0,03/01/2023 1:00,No Failure,60a23394-f056-6265-387c-7851cffa29c7,140187198,0b23
1849000462,5251230190,37688,Battry high temp. alarm,0,01/03/2023 0:58,18F214F3,4.24E+15,03/01/2023 1:00,No Failure,ea452b62-dadc-d6fe-7377-ee5092f34157,140187212,0.00E+00
1849000461,5250928148,37669,Rear_fog_lights,1,01/03/2023 0:57,18F40117,8a28d0baba0b00c5,03/01/2023 1:00,,265eed5e-02be-df74-2f75-1e4df08d20a4,140187203,1b1e
1849000460,5251230211,37699,Charging_status,0,01/03/2023 0:59,18F205F3,5800,03/01/2023 1:00,,56dc69bf-c62a-cc6d-7a25-66b2c4b4e5e6,140187254,119
1849000459,5200604719,37694,Bat_overcharge_alarm,0,01/03/2023 0:58,18F205F3,2.20E+12,03/01/2023 1:00,No Failure,df3af416-c3d0-a4ee-bba0-1ec4543e0330,140187221,449
1849000458,5251313834,37642,Battry high temp. alarm,0,01/03/2023 0:58,18F214F3,1c1c1c1c00000000,03/01/2023 1:00,No Failure,2feff8ba-d677-a698-a3d1-3505eec322af,140187177,471
1849000457,5251313832,37636,UnderVoltage alarm,0,01/03/2023 0:58,18F214F3,0,03/01/2023 1:00,No Failure,c186bf34-b88a-7a92-8cb2-2a56f9994253,140187188,0feb
1849000456,5251313843,37638,Handbrake_status,0,01/03/2023 0:57,18F40117,892880c0c00c00c5,03/01/2023 1:00,,1c5cedc9-8bc4-b56c-906c-1a874854f5ac,140187145,189d
1849000455,5250928144,37675,CAN_failure,0,01/03/2023 0:58,0CF602A1,014c376900100270,03/01/2023 1:00,,be8d6f08-5bc7-5210-7760-128d8800ed49,140187256,0eff
1849000454,5251230189,37687,MCU_communication_failure_alarm,0,01/03/2023 0:59,18F501F0,4e4b1202ff250000,03/01/2023 1:00,,bf1462cd-858a-3d6f-8fa1-7d4aa3c9af9b,140187082,266
1849000453,5251230225,37700,Front_fog_lights,0,01/03/2023 0:59,18F40117,78229c00000000c5,03/01/2023 1:00,,848a96b0-5cba-adf9-4a90-3311a75c3862,140187251,405
1849000452,5251200273,37681,CAN_failure,0,01/03/2023 0:59,0CF602A1,0135376b000f02a3,03/01/2023 1:00,,716fbfbc-d386-da10-bbbe-32bfdc5ccc5a,140187262,15c0
1849000451,5251313854,37644,STOP_status,0,01/03/2023 0:59,18F40117,7f008c00000000c5,03/01/2023 1:00,,88b54473-06e7-7e75-59c1-c35ce67bfdd6,140187234,03a0
1849000450,5250928166,37671,MCU_temp,53,01/03/2023 0:57,18F501F0,625d0e02ff290000,03/01/2023 1:00,,93db5e92-02f6-d84d-64c3-5ec37dbb9366,140187097,2.00E+05
1849000449,5251313848,37646,Charging_current_alarm,1,01/03/2023 0:58,18F205F3,2.20E+12,03/01/2023 1:00,First Level Failure,d7d26bf8-5f82-ab6c-1fe1-11c7bd6d825d,140187211,481
1849000448,5251313815,37655,Front_air_pressure_alarm,1,01/03/2023 0:57,18F40117,8828c0b4b40a00c5,03/01/2023 1:00,,ff07f081-b6dc-f3f5-d66d-486d452ac10d,140187161,0d1c
1849000447,5251200260,37685,MCU_failure_status,0,01/03/2023 0:58,18F501F0,5a561202ff250000,03/01/2023 1:00,,eae217a6-abb9-e8cb-5baf-3f665710ebe2,140187119,06cf
1849000446,5251313855,37640,Front_door_status,0,27/02/2023 23:22,18F40117,8a2890b4b40c00c5,03/01/2023 1:00,,f045e98a-b493-b552-dbb6-468f551be17b,140187121,15b1
1849000445,5202843543,37673,Overvoltage alarm,0,28/02/2023 05:56,18F214F3,0,03/01/2023 1:00,No Failure,fc9612a4-297d-13a9-1d0b-ac36b24d6690,140187165,12c3
1849000444,5251313857,37668,Charging_status,0,01/03/2023 0:57,18F205F3,4000,03/01/2023 1:00,,bbcd8c46-a8bb-f3e0-bef2-d81fc7d2f465,140187240,071c
1849000443,5251230225,37700,Rear_fog_lights,0,01/03/2023 0:59,18F40117,78229c00000000c5,03/01/2023 1:00,,58da8a29-5d4f-ddf1-9f31-2a20b36aba8d,140187251,405
1849000442,5251230211,37699,Bat_failure_status,0,01/03/2023 0:59,18F205F3,5800,03/01/2023 1:00,,5c555d1c-e6c3-6869-f518-acd352daf734,140187254,119
1849000441,5250928148,37669,High-voltg interlock alarm,0,01/03/2023 0:57,18F214F3,0,03/01/2023 1:00,Normal,55a1c95d-d5b8-9a61-b934-1e49e47319a7,140187203,1b1e
1849000440,5250928150,37667,Door_pump_air_pressure_alarm,0,01/03/2023 0:57,18F40117,8a2890a8a80a00e5,03/01/2023 1:00,,c2963145-67da-ad70-0e0e-0b3715afa23d,140187179,164a
1849000439,5251313819,37639,Front_door_status,0,01/03/2023 0:58,18F40117,8a008c00000000c5,03/01/2023 1:00,,2677af5b-6b2b-34fe-1654-842725e9bf3c,140187115,073a
1849000438,5251313831,37637,Drive motor speed,158,01/03/2023 0:59,18F502F0,9e085b08e9006c7f,03/01/2023 1:00,,a7d3c407-f740-c675-df04-579399676d7a,140187081,039f
1849000437,5251313829,37635,Bat_failure_status,1,01/03/2023 0:58,18F205F3,4100,03/01/2023 1:00,,711191ef-e629-3991-b902-65cf86a42e2c,140187245,148d
1849000436,5251200273,37681,Hardware_failure,0,01/03/2023 0:59,0CF602A1,0135376b000f02a3,03/01/2023 1:00,,797fba0e-1cb9-6e66-505e-a8dc64e6fd67,140187262,15c0
1849000435,5251313822,37654,Bat_failure_status,1,01/03/2023 0:57,18F205F3,4000,03/01/2023 1:00,,832478f7-e040-0f34-8c63-b187caf75dd4,140187246,1d3d
1849000434,5250928147,37672,Battery SOH,9.48,01/03/2023 0:59,18F203F3,edffffffffffff80,03/01/2023 1:00,,7c5c1aa9-f09c-99e9-b5fa-ac9d432aac89,140187249,0d92
1849000433,5251200251,37678,SOC_low_alarm,0,01/03/2023 0:57,18F205F3,5800,03/01/2023 1:00,No Failure,ba5aaad0-4f09-e2dd-2bee-cf2eec7cb415,140187229,1d95
1849000432,5250928160,37659,Charger_Comm_alarm,0,01/03/2023 0:59,18F205F3,4000,03/01/2023 1:00,,9cdd4938-b9f1-e99c-5f52-62466f652faf,140187223,12a5
1849000431,5251230195,37689,MCU_temp_alarm,0,01/03/2023 0:59,18F501F0,605c1102ff210000,03/01/2023 1:00,,6cdd233a-8552-4408-e0d0-78fe279de1e4,140187103,1476
1849000430,5250928165,37653,Battry high temp. alarm,0,01/03/2023 0:58,18F214F3,0,03/01/2023 1:00,No Failure,4ae905e7-e89f-2d37-da19-c4971c47162c,140187198,0b23
1849000429,5250928166,37671,MCU_status,0,01/03/2023 0:57,18F501F0,625d0e02ff290000,03/01/2023 1:00,,7b72482e-3791-acf4-cdcd-8a06caafd34d,140187097,2.00E+05
1849000428,5251313832,37636,Overvoltage alarm,0,01/03/2023 0:58,18F214F3,0,03/01/2023 1:00,No Failure,361960c2-68fd-ca4e-f6f9-ec0ae2b9c633,140187188,0feb
1849000427,5251313834,37642,Temprature Difference,5,01/03/2023 0:58,18F214F3,1c1c1c1c00000000,03/01/2023 1:00,,8e61cc68-87d0-5e63-359d-5f7da1310a6a,140187177,471
1849000426,5202843559,37676,Precharge_alarm,0,01/03/2023 0:56,18F205F3,4000,03/01/2023 1:00,,3d179189-0773-b857-cc92-f86cbbb95240,140187208,0fb5
1849000425,5251230211,37699,remaining charge time,51,01/03/2023 0:59,18F203F3,f83300ffffffff80,03/01/2023 1:00,,1fbfb332-bc34-10fe-462b-630e8c6b9c02,140187254,119
1849000424,5251230190,37688,Temprature Difference,1,01/03/2023 0:58,18F214F3,4.24E+15,03/01/2023 1:00,One Level Failure,7bed23fa-6607-8df7-1101-cc9d9036508c,140187212,0.00E+00
1849000423,5250928144,37675,Battery SOH,9.4,01/03/2023 0:58,18F203F3,ebffffffffffff80,03/01/2023 1:00,,9af554a8-d220-0aa4-e64d-9cb0b418b968,140187242,0f1b
1849000422,5250928150,37667,Front_fog_lights,0,01/03/2023 0:57,18F40117,8a2890a8a80a00e5,03/01/2023 1:00,,35a4e626-8e22-d6b2-b032-7ed575c89430,140187179,164a
1849000421,5251313819,37639,Back_warehouse_door_status,0,01/03/2023 0:58,18F40117,8a008c00000000c5,03/01/2023 1:00,,6f3616fb-543d-bb3e-1233-35032337de0e,140187115,073a
1849000420,5251313815,37655,Handbrake_status,0,01/03/2023 0:57,18F40117,8828c0b4b40a00c5,03/01/2023 1:00,,f88a3032-7f92-cd88-6106-4d28de4e5112,140187161,0d1c
1849000419,5251230225,37700,Vehicle speed,64,01/03/2023 0:59,18F101D0,14000000000001fd,03/01/2023 1:00,,223a5b4b-faab-944b-e9de-f530414c5ba5,140187251,405
1849000418,5251313849,37643,Drive motor speed,0,01/03/2023 0:58,18F502F0,0000d007e803007d,03/01/2023 1:00,,9be03218-5c55-3bb6-427c-3fe4fc2a25ef,140187062,18ae
1849000417,5202843543,37673,Charger_Comm_alarm,0,01/03/2023 0:58,18F205F3,4000,03/01/2023 1:00,,e3115852-a200-6857-4fc1-d944396a68fe,140187209,0b3f
1849000416,5251200260,37685,MCU_system_failure_code,0,01/03/2023 0:58,18F501F0,5a561202ff250000,03/01/2023 1:00,,c8e29cf8-e52b-e629-d5f8-c94072fedb6c,140187119,06cf
1849000415,5202843559,37676,drive motor output torque,-1878,01/03/2023 0:56,18F502F0,7f07a807dc03927c,03/01/2023 1:00,,be64352e-bacc-d5c2-9d21-988cdd12983a,140187001,1070
1849000414,5251313848,37646,Discharging_current_alarm,0,01/03/2023 0:58,18F205F3,2.20E+12,03/01/2023 1:00,No Failure,7e1cf89c-7a0d-6e68-cf88-134540f2e158,140187211,481
1849000413,5251230189,37687,MCU_failure_status,0,01/03/2023 0:59,18F501F0,4e4b1202ff250000,03/01/2023 1:00,,6aa0bd39-b769-5bd8-a658-1ec873323496,140187082,266
1849000412,5251230213,37701,Motor_temp,0,01/03/2023 0:56,18F501F0,69630c02ff250000,03/01/2023 1:00,,91702f30-80d1-faa2-20de-6d2da88e5f5e,140187088,024a
1849000411,5250928148,37669,SOC leaping alarm,0,01/03/2023 0:57,18F214F3,0,03/01/2023 1:00,Normal,6e90ca63-116e-043d-a1b6-7c9823315b44,140187203,1b1e
1849000410,5200604719,37694,SOC_low_alarm,0,01/03/2023 0:58,18F205F3,2.20E+12,03/01/2023 1:00,No Failure,1b34829d-8287-8e0a-e65d-d02a28b1ea0e,140187221,449
1849000409,5251313854,37644,Driver_leaving_seat_alarm,0,01/03/2023 0:59,18F40117,7f008c00000000c5,03/01/2023 1:00,,191572e8-925d-58ab-0483-13728693dbb8,140187234,03a0
1849000408,5250928144,37675,Hardware_failure,0,01/03/2023 0:58,0CF602A1,014c376900100270,03/01/2023 1:00,,0c156d35-e829-486c-5e62-40b8f2edde37,140187256,0eff
1849000407,5251313843,37638,STOP_status,1,01/03/2023 0:57,18F40117,892880c0c00c00c5,03/01/2023 1:00,,8f632028-34e2-daa7-a18b-36f056704e36,140187145,189d
